timestamp,payload_size,latency,jitter,throughput,packet_loss,best_protocol,scenario,network_condition
2025-04-10T15:19:47,22.59740375156791,18.066825585171827,3.1614959927216146,107.40153989061443,0.011821437060438167,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T13:24:14,245.05640951240267,16.38735261876492,4.418158630909025,74.42530760737577,0.016220476588734156,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T23:23:49,189.61336572794045,14.19663745935616,3.6780147711034994,80.72463208599848,0.014310298665666675,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T01:54:23,215.2111316040095,7.77660515961193,1.6952589464295102,78.69854508476053,0.005255840621718412,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T08:24:40,252.17453767642291,18.533744319724576,1.7545233619569316,77.94302607766319,0.011170613669969685,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T22:42:09,356.31299354028516,5.465484929235942,2.87103240342729,74.22746207737794,0.014460139026193706,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T16:23:41,219.45240441154093,13.697197923608147,1.3157640377705115,100.9131385246234,0.010735319565563176,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T08:00:49,517.2610183483699,11.899195456746218,2.2494119891186086,91.89430406556609,0.001249390825657724,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T04:35:41,197.05311688501814,19.550778739157085,3.50272234087043,65.31298742897891,0.010650065003445182,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T01:34:34,570.2244446013481,9.48738853243783,1.5781795182373684,78.48795080898668,0.008679773752200288,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T16:34:53,49.44322005116571,16.537494350179703,2.3887489309056926,86.03864123183027,0.0076975222664614415,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T15:30:23,73.18153707491221,27.19486061469295,2.398163784134151,80.8461847765672,0.009275076849353393,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T09:14:40,15.268697669237767,13.247479178642076,2.265504108715431,73.10828734614545,0.007909459174020606,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T08:17:18,917.8411846609598,13.323644722403143,1.5581497052772622,61.600365958906565,0.020128293991187395,MQTT,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T12:19:21,1149.3558796311142,12.799377733839538,3.1555731683485386,87.03642677614654,0.01176852934753817,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T10:16:27,310.8199488292618,16.39263978364461,1.889853398114446,70.84335968802087,0.0078315467777041,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T15:28:11,60.49380932376321,20.163973829729052,1.8795030297678836,45.27783282272299,0.011351776783034494,MQTT,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T22:08:43,954.9443813149545,22.387155164215354,1.7884708228620672,91.30346366923658,0.00665112452162598,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T13:57:03,1439.5476532092557,13.918992262732754,2.2885435605495945,67.2595857972105,0.009152374528463464,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T21:21:50,1595.9517650437404,16.777276052795028,3.128099527356402,80.3252116670001,0.0018893318852551307,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T10:26:48,100.8692327712448,15.672258509163395,1.698684758863991,68.00154802806983,0.004766885048285773,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T06:52:54,756.6103664537037,8.475518570472243,1.41512005562317,91.8985718780528,0.008272335796547561,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T01:13:31,145.36929542301638,18.23788148122345,2.2645175615984425,76.35146369532976,0.011374712978858764,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T21:53:02,51.619998306216196,11.115777624413466,1.2734816080594604,109.95000069338688,0.007385548300173276,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T13:40:42,119.35600159695674,10.508530936384354,2.465710140309418,79.72030358543934,0.000923994104817985,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T05:48:05,67.61069175625943,13.938565490856783,0.6227652253608129,107.56218580709664,0.010697665324985435,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T12:42:01,564.4025198852465,7.424983158514234,0.2496895608219616,77.8006687601109,0.006715055754105429,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T03:03:35,108.72837906454116,24.33449820375669,1.212112748919247,71.93274667706116,0.013376652096138114,HTTPS,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T18:14:51,3505.7905181301085,17.732854370535815,3.1996062301705863,53.52866987974336,0.006350743176268497,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T15:58:07,379.15220696900997,23.285579873395562,3.095600689908945,72.87115114006318,0.014774835432690332,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T14:58:32,178.13134691717093,13.178949489953325,3.4282119533622115,63.96816624872423,0.004825780299315382,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T10:00:21,426.37276779819194,9.451541849691738,1.136318734899,84.28543227085368,0.011774904412435755,CoAP,STABLE_NETWORK,Stable network with low latency and packet loss
2025-04-10T17:02:07,108.2890559533172,13.68977011613737,1.8592006378669006,31.8656889051287,0.0072081339038986975,MQTT,STABLE_NETWORK,Stable network with low latency and packet loss
