timestamp,payload_size,latency,jitter,throughput,packet_loss,best_protocol,device_archetype
2025-01-09T04:40:00,72.139,27.356,0.1,3.527,2.6746,MQTT,env_sensor
2025-01-09T08:36:00,1077.969,28.352,1.398,0.05,0.9775,HTTPS,camera
2025-01-08T12:13:00,34.801,196.019,0.981,0.05,3.9107,LoRaWAN,smart_meter
2025-01-08T19:28:00,350.952,23.764,7.058,70.579,1.5802,CoAP,gateway
2025-01-08T22:36:00,36.95,237.928,2.394,0.368,3.395,LoRaWAN,smart_meter
2025-01-09T13:04:00,36.973,4.156,2.357,7.816,0.2603,MQTT,env_sensor
2025-01-09T12:39:00,94.091,26.36,0.1,4.12,1.1721,MQTT,env_sensor
2025-01-09T10:22:00,84.756,24.635,1.312,5.163,2.2148,MQTT,env_sensor
2025-01-09T01:25:00,1928.258,25.5,10.467,67.863,2.0138,HTTPS,gateway
2025-01-08T03:51:00,71.094,36.799,3.604,0.615,0.653,MQTT,env_sensor
2025-01-07T23:15:00,28.254,290.785,0.1,0.45,0.0,LoRaWAN,smart_meter
2025-01-08T11:18:00,69.197,42.471,4.959,9.283,1.7625,MQTT,env_sensor
2025-01-09T04:32:00,22.165,30.928,2.9,1.346,0.776,MQTT,env_sensor
2025-01-09T16:19:00,422.084,77.545,3.655,124.335,0.6774,HTTPS,camera
2025-01-08T21:08:00,96.288,3.44,8.796,11.614,1.2402,MQTT,actuator
2025-01-08T17:11:00,34.578,27.941,5.082,4.698,2.035,MQTT,env_sensor
2025-01-09T15:42:00,82.537,20.666,7.176,11.227,0.0,MQTT,actuator
2025-01-08T07:47:00,1267.679,62.468,9.23,71.491,1.2208,HTTPS,gateway
2025-01-08T07:38:00,70.265,1.0,3.694,1.742,2.5913,MQTT,env_sensor
2025-01-08T16:34:00,33.569,76.586,3.126,0.05,3.5754,MQTT,smart_meter
2025-01-08T11:24:00,701.899,56.511,1.99,47.491,0.4947,HTTPS,gateway
2025-01-09T05:27:00,16.44,31.858,4.19,0.126,4.0355,LoRaWAN,smart_meter
2025-01-08T01:09:00,106.371,30.008,5.257,5.112,1.1028,CoAP,actuator
2025-01-08T04:23:00,1626.461,47.053,1.653,104.155,0.1808,HTTPS,camera
2025-01-08T06:38:00,22.716,137.558,5.525,0.521,2.2113,CoAP,smart_meter
2025-01-09T05:42:00,1508.633,41.005,19.374,92.574,0.0,HTTPS,gateway
2025-01-08T21:25:00,1233.38,54.825,7.425,81.684,0.0,HTTPS,gateway
2025-01-08T01:06:00,20.508,101.369,1.048,0.397,2.9534,LoRaWAN,smart_meter
2025-01-08T14:40:00,2071.345,20.397,11.454,52.202,0.0,HTTPS,gateway
2025-01-08T19:29:00,109.051,25.762,5.911,6.857,0.9386,MQTT,actuator
2025-01-08T20:02:00,28.014,203.422,2.356,0.657,3.7759,LoRaWAN,smart_meter
2025-01-09T12:21:00,640.73,42.348,8.81,130.068,0.6606,HTTPS,camera
2025-01-08T00:11:00,1379.232,29.745,7.72,52.083,0.8804,HTTPS,camera
2025-01-09T00:40:00,99.199,29.461,7.112,9.559,0.8434,MQTT,actuator
2025-01-08T07:58:00,85.897,12.108,5.434,9.289,1.3076,CoAP,actuator
2025-01-08T05:44:00,72.512,14.299,4.876,0.925,1.0542,MQTT,env_sensor
2025-01-08T22:42:00,51.413,24.319,0.1,0.05,1.9089,MQTT,env_sensor
2025-01-08T08:26:00,38.676,201.855,1.871,0.634,1.6851,LoRaWAN,smart_meter
2025-01-09T09:06:00,80.218,35.213,3.832,1.898,0.5963,MQTT,env_sensor
2025-01-09T06:57:00,77.173,34.163,2.59,2.107,1.3802,MQTT,env_sensor
2025-01-08T07:16:00,33.099,135.025,4.252,0.504,7.5721,LoRaWAN,smart_meter
2025-01-08T02:02:00,46.637,38.043,3.717,7.173,2.0328,MQTT,env_sensor
2025-01-07T23:13:00,97.786,29.211,6.554,11.334,0.5475,CoAP,actuator
2025-01-08T06:41:00,99.32,18.034,4.633,4.902,1.1193,MQTT,env_sensor
2025-01-09T00:21:00,25.397,219.607,0.442,0.458,6.0772,LoRaWAN,smart_meter
2025-01-09T06:56:00,23.718,218.295,1.128,0.391,2.2183,LoRaWAN,smart_meter
2025-01-08T17:56:00,23.087,157.682,0.532,0.385,5.3228,LoRaWAN,smart_meter
2025-01-08T13:36:00,1732.925,76.509,9.185,160.152,0.505,HTTPS,camera
2025-01-08T21:53:00,819.949,87.694,0.1,65.273,0.909,HTTPS,camera
2025-01-09T07:56:00,1443.474,36.605,0.394,44.538,0.6514,HTTPS,camera
2025-01-08T22:46:00,82.439,39.969,0.1,1.638,0.0371,MQTT,env_sensor
2025-01-08T13:07:00,838.638,16.994,10.625,78.094,0.0773,HTTPS,gateway
2025-01-08T04:34:00,1053.244,85.384,3.373,188.257,0.6127,HTTPS,camera
2025-01-08T10:23:00,910.214,22.441,11.562,39.832,1.6329,CoAP,gateway
2025-01-08T15:50:00,16.981,236.349,2.911,0.05,5.7066,LoRaWAN,smart_meter
2025-01-08T10:03:00,80.811,25.026,6.45,11.189,1.0251,MQTT,actuator
2025-01-09T14:16:00,1192.06,85.463,0.582,111.792,1.1031,HTTPS,camera
2025-01-09T04:20:00,44.587,12.289,7.155,12.621,3.7525,CoAP,env_sensor
2025-01-08T17:48:00,92.849,25.059,1.566,3.282,1.6206,MQTT,env_sensor
2025-01-09T01:18:00,28.003,112.846,3.03,0.346,3.9938,LoRaWAN,smart_meter
2025-01-08T07:00:00,126.139,4.259,9.862,16.675,0.6234,MQTT,actuator
2025-01-08T04:15:00,84.257,14.135,3.389,5.491,0.0,MQTT,env_sensor
2025-01-09T04:34:00,992.534,35.273,6.695,97.794,0.8536,HTTPS,camera
2025-01-08T10:46:00,1805.916,55.431,0.378,180.663,1.1634,HTTPS,camera
2025-01-08T00:53:00,1171.738,57.186,0.1,61.981,2.9451,HTTPS,gateway
2025-01-09T09:36:00,21.462,240.624,3.895,0.05,3.9257,LoRaWAN,smart_meter
2025-01-08T09:43:00,8.0,194.656,2.578,0.321,5.7025,LoRaWAN,smart_meter
2025-01-08T12:19:00,1252.038,51.044,2.657,178.828,1.175,HTTPS,camera
2025-01-08T02:16:00,511.122,48.484,12.278,57.486,1.2676,CoAP,gateway
2025-01-08T17:31:00,20.923,104.141,4.37,0.734,7.4268,LoRaWAN,smart_meter
2025-01-07T23:04:00,1992.732,9.992,4.79,63.647,1.3083,HTTPS,gateway
2025-01-08T14:16:00,85.999,29.014,5.446,0.05,0.4485,CoAP,env_sensor
2025-01-09T11:26:00,1379.122,54.948,0.718,17.459,0.3821,HTTPS,camera
2025-01-08T00:13:00,878.989,40.098,9.464,72.97,1.6401,CoAP,gateway
