timestamp,payload_size,latency,jitter,throughput,packet_loss,best_protocol,device_archetype
2025-01-15T07:38:00,77.575,36.25,2.867,6.592,0.1898,MQTT,env_sensor
2025-01-15T02:58:00,21.102,105.412,1.833,0.229,2.1861,LoRaWAN,smart_meter
2025-01-15T20:12:00,1152.619,44.367,4.744,32.578,0.6482,HTTPS,gateway
2025-01-15T08:31:00,54.313,6.042,6.77,9.241,0.3495,MQTT,actuator
2025-01-15T17:28:00,1847.78,41.478,6.792,41.137,0.5821,HTTPS,camera
2025-01-15T16:14:00,81.121,33.289,5.94,6.43,2.0385,CoAP,actuator
2025-01-16T09:15:00,2089.042,68.433,6.776,116.437,0.5421,HTTPS,camera
2025-01-16T01:00:00,97.753,26.484,8.154,9.299,0.6049,MQTT,actuator
2025-01-15T12:57:00,2170.563,7.943,1.654,102.592,0.0,HTTPS,camera
2025-01-16T13:27:00,21.294,132.437,0.1,0.674,4.8718,LoRaWAN,smart_meter
2025-01-16T07:47:00,24.777,1.0,4.574,5.607,2.8092,MQTT,env_sensor
2025-01-15T21:05:00,35.292,155.293,2.391,0.933,6.6091,LoRaWAN,smart_meter
2025-01-14T21:50:00,143.123,17.161,6.465,6.152,1.1662,MQTT,actuator
2025-01-15T07:24:00,26.656,131.421,2.338,0.624,4.6387,LoRaWAN,smart_meter
2025-01-16T09:05:00,111.84,37.866,0.967,3.961,1.9114,MQTT,env_sensor
2025-01-15T22:53:00,81.837,21.936,2.574,0.05,0.0,MQTT,env_sensor
2025-01-14T23:31:00,259.503,12.602,2.542,70.725,2.0813,MQTT,gateway
2025-01-15T20:07:00,71.171,12.258,8.437,10.478,1.4983,MQTT,actuator
2025-01-15T03:39:00,35.329,55.344,1.201,0.05,2.2626,MQTT,smart_meter
2025-01-16T04:27:00,1558.499,58.908,1.561,139.754,1.2184,HTTPS,camera
2025-01-15T21:07:00,124.954,29.072,9.76,6.028,0.0,CoAP,actuator
2025-01-15T03:12:00,136.656,20.688,0.1,7.366,0.414,MQTT,actuator
2025-01-15T22:08:00,88.065,20.272,8.813,12.638,2.0701,MQTT,actuator
2025-01-15T12:04:00,41.315,174.44,2.527,0.421,2.414,LoRaWAN,smart_meter
2025-01-15T14:45:00,28.922,321.704,1.533,0.378,2.8836,LoRaWAN,smart_meter
2025-01-15T02:31:00,1608.34,63.591,0.1,142.398,0.823,HTTPS,camera
2025-01-15T05:31:00,78.022,5.52,3.103,12.978,0.2733,MQTT,actuator
2025-01-16T06:07:00,950.564,37.292,2.669,20.392,1.5767,MQTT,gateway
2025-01-16T03:50:00,100.267,9.377,4.705,5.356,1.326,MQTT,actuator
2025-01-15T18:29:00,970.211,1.0,3.737,107.453,0.0,HTTPS,camera
2025-01-15T15:40:00,121.142,16.604,11.533,15.242,1.5915,MQTT,actuator
2025-01-15T07:01:00,337.562,65.787,13.971,156.592,1.4567,CoAP,camera
2025-01-15T23:04:00,1621.578,44.084,5.074,78.477,1.131,HTTPS,camera
2025-01-15T16:48:00,36.52,71.279,2.725,0.318,1.3467,MQTT,smart_meter
2025-01-14T21:41:00,167.287,17.971,11.467,14.857,1.6072,MQTT,actuator
2025-01-15T19:47:00,77.192,41.281,2.561,0.316,0.7421,MQTT,env_sensor
2025-01-15T04:01:00,430.253,41.85,13.727,77.773,0.395,HTTPS,gateway
2025-01-14T21:23:00,483.023,84.822,0.161,115.198,0.1955,HTTPS,camera
2025-01-15T12:35:00,145.132,21.495,9.172,16.588,0.4342,MQTT,actuator
